Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified,Collector Number,Alter,Proxy,Purchase Price
1,1,Crystal Ball,mb1,Near Mint,English,,,2023-04-06 15:04:39.435856,1568,False,False,
1,1,Exclude,mb1,Near Mint,English,,,2023-04-06 15:04:39.436409,369,False,False,
1,1,Fascination,mb1,Near Mint,English,,,2023-04-06 15:04:39.436967,375,False,False,
1,1,Zur's Weirding,mb1,Near Mint,English,foil,,2023-04-06 15:04:39.437505,1996,False,False,
1,1,Spelltithe Enforcer,mb1,Near Mint,English,foil,,2023-04-06 15:04:39.438042,1980,False,False,
1,1,Trinket Mage,mb1,Near Mint,English,,,2023-04-06 15:04:39.438594,533,False,False,
1,1,Sapphire Charm,mb1,Near Mint,English,,,2023-04-06 15:04:39.439131,478,False,False,
1,1,The Gitrog Monster,mb1,Near Mint,English,,,2023-04-06 15:04:39.439664,1430,False,False,
1,1,Questing Phelddagrif,mb1,Near Mint,English,,,2023-04-06 15:04:39.440198,1469,False,False,
1,1,Marrow-Gnawer,mb1,Near Mint,English,foil,,2023-04-06 15:04:39.440731,2003,False,False,
1,1,Solemn Simulacrum,mb1,Near Mint,English,,,2023-04-06 15:04:39.441264,1632,False,False,
1,1,Carpet of Flowers,mb1,Near Mint,English,,,2023-04-06 15:04:39.441808,1156,False,False,
1,1,Mindreaver,bng,Near Mint,English,,,2023-04-06 15:04:39.442365,44,False,False,
1,1,Asphyxiate,bng,Near Mint,English,foil,,2023-04-06 15:04:39.442900,60,False,False,
1,1,Divining Witch,ne,Near Mint,English,,,2023-04-06 15:04:39.443434,57,False,False,
1,1,Seal of Removal,ne,Near Mint,English,,,2023-04-06 15:04:39.443970,42,False,False,
1,1,Cowardice,9e,Near Mint,English,,,2023-04-06 15:04:39.444527,70,False,False,
1,1,Diabolic Tutor,9e,Near Mint,English,,,2023-04-06 15:04:39.445075,125,False,False,
1,1,Fellwar Stone,ncc,Near Mint,English,,,2023-04-06 15:04:39.445634,367,False,False,
1,1,"Tivit, Seller of Secrets",ncc,Near Mint,English,,,2023-04-06 15:04:39.446201,10,False,False,
1,1,Blighted Agent,nph,Near Mint,English,,,2023-04-06 15:04:39.446761,29,False,False,
1,1,Isolation Cell,nph,Near Mint,English,,,2023-04-06 15:04:39.447313,141,False,False,
1,1,Glistener Elf,nph,Near Mint,English,,,2023-04-06 15:04:39.447848,111,False,False,
1,1,Omen Machine,nph,Near Mint,English,,,2023-04-06 15:04:39.448385,148,False,False,
1,1,Gitaxian Probe,nph,Near Mint,English,,,2023-04-06 15:04:39.448922,35,False,False,
1,1,Defense of the Heart,ul,Near Mint,English,,,2023-04-06 15:04:39.449456,100,False,False,
1,1,Yavimaya Granger,ul,Near Mint,English,,,2023-04-06 15:04:39.449997,118,False,False,
1,1,Second Chance,ul,Near Mint,English,,,2023-04-06 15:04:39.450533,41,False,False,
1,1,Cephalid Coliseum,od,Near Mint,English,,,2023-04-06 15:04:39.451067,317,False,False,
1,1,Diligent Farmhand,od,Near Mint,English,,,2023-04-06 15:04:39.451604,237,False,False,
1,1,Buried Alive,od,Near Mint,English,,,2023-04-06 15:04:39.452142,118,False,False,
1,1,Cabal Pit,od,Near Mint,English,,,2023-04-06 15:04:39.452674,315,False,False,
1,1,Mana Leak,8e,Near Mint,English,,,2023-04-06 15:04:39.453207,89,False,False,
1,1,Sword of the Paruns,gp,Near Mint,English,,,2023-04-06 15:04:39.453741,156,False,False,
1,1,Umbral Mantle,shm,Near Mint,English,,,2023-04-06 15:04:39.454276,267,False,False,
1,1,Deepchannel Mentor,shm,Near Mint,English,,,2023-04-06 15:04:39.454812,35,False,False,
1,1,"Oona, Queen of the Fae",shm,Near Mint,English,,,2023-04-06 15:04:39.455345,172,False,False,
1,1,Plague of Vermin,shm,Near Mint,English,,,2023-04-06 15:04:39.455879,73,False,False,
1,1,Beseech the Queen,shm,Near Mint,English,,,2023-04-06 15:04:39.456414,57,False,False,
1,1,Gitaxian Anatomist,one,Near Mint,English,,,2023-04-06 15:04:39.456947,52,False,False,
1,1,Bladehold War-Whip,one,Near Mint,English,,,2023-04-06 15:04:39.457479,197,False,False,
1,1,Prosthetic Injector,one,Near Mint,English,,,2023-04-06 15:04:39.458015,239,False,False,
1,1,"Karumonix, the Rat King",one,Near Mint,English,,,2023-04-06 15:04:39.458552,98,False,False,
1,1,"Thrun, Breaker of Silence",one,Near Mint,English,,,2023-04-06 15:04:39.459087,186,False,False,
1,1,Oil-Gorger Troll,one,Near Mint,English,,,2023-04-06 15:04:39.459619,177,False,False,
1,1,Quicksilver Fisher,bione,Near Mint,English,,,2023-04-06 15:04:39.460152,287,False,False,
1,1,Explosive Vegetation,pch,Near Mint,English,,,2023-04-06 15:04:39.460688,70,False,False,
1,1,Quietus Spike,pc2,Near Mint,English,,,2023-04-06 15:04:39.461223,112,False,False,
1,1,Tainted Isle,pc2,Near Mint,English,,,2023-04-06 15:04:39.461761,128,False,False,
1,1,Glen Elendra Liege,pc2,Near Mint,English,,,2023-04-06 15:04:39.462299,94,False,False,
1,1,Crypt Ghast,gtc,Near Mint,English,,,2023-04-06 15:04:39.462847,61,False,False,
1,1,Death's Approach,gtc,Near Mint,English,,,2023-04-06 15:04:39.463396,62,False,False,
1,1,Mugging,gtc,Near Mint,English,,,2023-04-06 15:04:39.463944,102,False,False,
1,1,AEtherize,gtc,Near Mint,English,,,2023-04-06 15:04:39.464490,29,False,False,
1,1,Duskmantle Guildmage,gtc,Near Mint,English,,,2023-04-06 15:04:39.465057,158,False,False,
1,1,Godless Shrine,gtc,Near Mint,English,,,2023-04-06 15:04:39.465619,242,False,False,
1,1,Immortal Servitude,gtc,Near Mint,English,,,2023-04-06 15:04:39.466176,220,False,False,
1,1,Stomping Ground,gtc,Near Mint,English,,,2023-04-06 15:04:39.466736,247,False,False,
1,1,Watery Grave,gtc,Near Mint,English,,,2023-04-06 15:04:39.467275,249,False,False,
1,1,Gemhide Sliver,pds,Near Mint,English,foil,,2023-04-06 15:04:39.467792,8,False,False,
1,1,Rhystic Study,pr,Near Mint,English,,,2023-04-06 15:04:39.468308,45,False,False,
1,1,Reliquary Tower,pbrif,Near Mint,English,foil,,2023-04-06 15:04:39.468828,1,False,False,
1,1,Armageddon,4e,Near Mint,English,,,2023-04-06 15:04:39.469344,15v,False,False,
1,1,Control Magic,4e,Near Mint,English,,,2023-04-06 15:04:39.469859,65v,False,False,
1,1,Stasis,4e,Near Mint,English,,,2023-04-06 15:04:39.470377,293v,False,False,
1,1,Shatter,4e,Near Mint,English,,,2023-04-06 15:04:39.470893,280v,False,False,
1,1,Kismet,4e,Near Mint,English,,,2023-04-06 15:04:39.471407,179v,False,False,
1,1,Island Sanctuary,4e,Near Mint,English,,,2023-04-06 15:04:39.471927,168v,False,False,
1,1,Disintegrate,5e,Near Mint,English,,,2023-04-06 15:04:39.472443,102v,False,False,
1,1,Nevinyrral's Disk,5e,Near Mint,English,,,2023-04-06 15:04:39.472964,274v,False,False,
1,1,Voyager Staff,rav,Near Mint,English,,,2023-04-06 15:04:39.473493,274,False,False,
1,1,Woebringer Demon,rav,Near Mint,English,,,2023-04-06 15:04:39.474011,113,False,False,
1,1,Reroute,rav,Near Mint,English,,,2023-04-06 15:04:39.474532,139,False,False,
1,1,Golgari Thug,rav,Near Mint,English,,,2023-04-06 15:04:39.475049,87,False,False,
1,1,Golgari Grave-Troll,rav,Near Mint,English,,,2023-04-06 15:04:39.475565,167,False,False,
1,1,Into the Roil,znr,Near Mint,English,,,2023-04-06 15:04:39.476082,62,False,False,
1,1,Maddening Cacophony,znr,Near Mint,English,,,2023-04-06 15:04:39.476601,67,False,False,
1,1,"Jace, Mirror Mage",znr,Near Mint,English,,,2023-04-06 15:04:39.477119,63,False,False,
1,1,Master of Winds,znr,Near Mint,English,,,2023-04-06 15:04:39.477641,68,False,False,
1,1,Roiling Vortex,znr,Near Mint,English,,,2023-04-06 15:04:39.478157,156,False,False,
1,1,Tormenting Voice,znr,Near Mint,English,,,2023-04-06 15:04:39.478675,172,False,False,
1,1,Pithing Needle,rtr,Near Mint,English,,,2023-04-06 15:04:39.479191,231,False,False,
1,1,Chronic Flooding,rtr,Near Mint,English,,,2023-04-06 15:04:39.479708,32,False,False,
1,1,Guttersnipe,rtr,Near Mint,English,,,2023-04-06 15:04:39.480227,98,False,False,
1,1,Pack Rat,rtr,Near Mint,English,,,2023-04-06 15:04:39.480742,73,False,False,
1,1,Fall of the Gavel,rtr,Near Mint,English,,,2023-04-06 15:04:39.481258,161,False,False,
1,1,Cremate,rtr,Near Mint,English,,,2023-04-06 15:04:39.481778,59,False,False,
1,1,Blood Crypt,rtr,Near Mint,English,,,2023-04-06 15:04:39.482298,238,False,False,
1,1,Pursuit of Flight,rtr,Near Mint,English,,,2023-04-06 15:04:39.482814,102,False,False,
1,1,Viashino Racketeer,rtr,Near Mint,English,,,2023-04-06 15:04:39.483332,112,False,False,
1,1,Cyclonic Rift,rtr,Near Mint,English,,,2023-04-06 15:04:39.483853,35,False,False,
1,1,Hallowed Fountain,rtr,Near Mint,English,,,2023-04-06 15:04:39.484371,241,False,False,
1,1,"Jarad, Golgari Lich Lord",rtr,Near Mint,English,,,2023-04-06 15:04:39.484890,174,False,False,
1,1,Temple Garden,rtr,Near Mint,English,,,2023-04-06 15:04:39.485406,248,False,False,
1,1,Slime Molding,rtr,Near Mint,English,,,2023-04-06 15:04:39.485925,135,False,False,
1,1,"Niv-Mizzet, Dracogenius",rtr,Near Mint,English,,,2023-04-06 15:04:39.486444,183,False,False,
1,1,Transguild Promenade,rtr,Near Mint,English,,,2023-04-06 15:04:39.486961,249,False,False,
1,1,Mercurial Chemister,rtr,Near Mint,English,,,2023-04-06 15:04:39.487479,180,False,False,
2,1,Drainpipe Vermin,rtr,Near Mint,English,,,2023-04-06 15:04:39.487997,66,False,False,
1,1,Dramatic Rescue,rtr,Near Mint,English,,,2023-04-06 15:04:39.488516,156,False,False,
1,1,Overgrown Tomb,rtr,Near Mint,English,,,2023-04-06 15:04:39.489034,243,False,False,
1,1,Deathrite Shaman,rtr,Near Mint,English,,,2023-04-06 15:04:39.489552,213,False,False,
1,1,Stern Mentor,avr,Near Mint,English,foil,,2023-04-06 15:04:39.490072,77,False,False,
1,1,Deadeye Navigator,avr,Near Mint,English,,,2023-04-06 15:04:39.490590,47,False,False,
1,1,Regeneration,rv,Near Mint,English,,,2023-04-06 15:04:39.491108,205v,False,False,
1,1,Secret Salvage,aer,Near Mint,English,,,2023-04-06 15:04:39.491629,71,False,False,
1,1,Ravenous Chupacabra,rix,Near Mint,English,,,2023-04-06 15:04:39.492155,82,False,False,
1,1,Gruesome fate,rix,Near Mint,English,foil,,2023-04-06 15:04:39.492676,75,False,False,
1,1,World Shaper,rix,Near Mint,English,,,2023-04-06 15:04:39.493196,151,False,False,
1,1,Pitiless Plunderer,rix,Near Mint,English,,,2023-04-06 15:04:39.493713,81,False,False,
1,1,Illicit Shipment,snc,Near Mint,English,,,2023-04-06 15:04:39.494236,83,False,False,
1,1,Fake Your Own Death,snc,Near Mint,English,,,2023-04-06 15:04:39.494754,79,False,False,
1,1,Pyre-Sledge Arsonist,snc,Near Mint,English,,,2023-04-06 15:04:39.495274,118,False,False,
1,1,An Offer You Can't Refuse,snc,Near Mint,English,,,2023-04-06 15:04:39.495789,51,False,False,
1,1,Pugnacious Pugilist,snc,Near Mint,English,,,2023-04-06 15:04:39.496309,117,False,False,
1,1,Big Score,snc,Near Mint,English,foil,,2023-04-06 15:04:39.496826,102,False,False,
1,1,"Queza, Augur of Agonies",gasnc,Near Mint,English,,,2023-04-06 15:04:39.497363,326,False,False,
1,1,"Jaxis, the Troublemaker",psnc,Near Mint,English,foil,,2023-04-06 15:04:39.497883,461,False,False,
1,1,Llanowar Elves,7e,Near Mint,English,,,2023-04-06 15:04:39.498407,253,False,False,
1,1,Howling Mine,7e,Near Mint,English,,,2023-04-06 15:04:39.498926,300,False,False,
1,1,Sleight of Hand,7e,Near Mint,English,,,2023-04-06 15:04:39.499447,98,False,False,
1,1,Tolarian Winds,7e,Near Mint,English,,,2023-04-06 15:04:39.499970,105,False,False,
1,1,Manabarbs,6e,Near Mint,English,,,2023-04-06 15:04:39.500492,194,False,False,
1,1,Memory Lapse,6e,Near Mint,English,,,2023-04-06 15:04:39.501012,81,False,False,
1,1,Raise Dead,6e,Near Mint,English,,,2023-04-06 15:04:39.501532,152,False,False,
1,1,Forgotten Creation,soi,Near Mint,English,,,2023-04-06 15:04:39.502059,63,False,False,
1,1,Choked Estuary,soi,Near Mint,English,,,2023-04-06 15:04:39.502580,270,False,False,
1,1,Sinister Concoction,soi,Near Mint,English,,,2023-04-06 15:04:39.503100,135,False,False,
1,1,Warped Landscape,soi,Near Mint,English,,,2023-04-06 15:04:39.503620,280,False,False,
1,1,Crawling Sensation,soi,Near Mint,English,,,2023-04-06 15:04:39.504142,199,False,False,
1,1,Tendrils of Agony,sta,Near Mint,English,,,2023-04-06 15:04:39.504661,34,False,False,
1,1,Negate,sta,Near Mint,English,,,2023-04-06 15:04:39.505182,18,False,False,
1,1,Gods Willing,sta,Near Mint,English,,,2023-04-06 15:04:39.505702,7,False,False,
1,1,Clot Sliver,tp,Near Mint,English,,,2023-04-06 15:04:39.506220,45v,False,False,
1,1,Winged Sliver,tp,Near Mint,English,,,2023-04-06 15:04:39.506742,332v,False,False,
1,1,Talon Sliver,tp,Near Mint,English,,,2023-04-06 15:04:39.507261,299v,False,False,
1,1,Muscle Sliver,tp,Near Mint,English,,,2023-04-06 15:04:39.507781,187v,False,False,
1,1,Lotus Petal,tp,Near Mint,English,,,2023-04-06 15:04:39.508306,159v,False,False,
1,1,Rats of Rath,tp,Near Mint,English,,,2023-04-06 15:04:39.508836,220v,False,False,
1,1,Steal Enchantment,tp,Near Mint,English,,,2023-04-06 15:04:39.509359,291v,False,False,
1,1,Capsize,tp,Near Mint,English,,,2023-04-06 15:04:39.509907,31v,False,False,
1,1,Carapace,hl,Near Mint,English,,,2023-04-06 15:04:39.510428,84,False,False,
1,1,Joven,hl,Near Mint,English,,,2023-04-06 15:04:39.510948,77,False,False,
1,1,Bog Rats,dk,Near Mint,English,,,2023-04-06 15:04:39.511468,11v,False,False,
1,1,Asmoranomardicadaistinaculdacar,plist,Near Mint,English,,,2023-04-06 15:04:39.511992,732s,False,False,
1,1,Angel's Grace,plist,Near Mint,English,,,2023-04-06 15:04:39.512510,6,False,False,
1,1,Bident of Thassa,ths,Near Mint,English,,,2023-04-06 15:04:39.513035,42,False,False,
1,1,Swan Song,ths,Near Mint,English,,,2023-04-06 15:04:39.513553,65,False,False,
1,1,Read the Bones,ths,Near Mint,English,,,2023-04-06 15:04:39.514074,101,False,False,
1,1,Gray Merchant of Asphodel,ths,Near Mint,English,,,2023-04-06 15:04:39.514593,89,False,False,
1,1,Opaline Unicorn,ths,Near Mint,English,,,2023-04-06 15:04:39.515110,218,False,False,
1,1,"Xenagos, the Reveler",ths,Near Mint,English,,,2023-04-06 15:04:39.515630,209,False,False,
1,1,Ilysian Caryatid,thb,Near Mint,English,,,2023-04-06 15:04:39.516161,174,False,False,
1,1,Demon of Loathing,thb,Near Mint,English,,,2023-04-06 15:04:39.516683,292,False,False,
1,1,Wavebreak Hippocamp,thb,Near Mint,English,,,2023-04-06 15:04:39.517209,80,False,False,
1,1,Ichthyomorphosis,thb,Near Mint,English,,,2023-04-06 15:04:39.517731,51,False,False,
1,1,Gravebreaker Lamia,thb,Near Mint,English,,,2023-04-06 15:04:39.518250,98,False,False,
1,1,Final Death,thb,Near Mint,English,foil,,2023-04-06 15:04:39.518770,95,False,False,
1,1,Whirlwind Denial,thb,Near Mint,English,,,2023-04-06 15:04:39.519287,81,False,False,
1,1,Thassa's Oracle,thb,Near Mint,English,,,2023-04-06 15:04:39.519814,73,False,False,
1,1,Underworld Dreams,thb,Near Mint,English,,,2023-04-06 15:04:39.520350,121,False,False,
1,1,Cabal Surgeon,tr,Near Mint,English,,,2023-04-06 15:04:39.520870,52,False,False,
1,1,Putrid Imp,tr,Near Mint,English,,,2023-04-06 15:04:39.521389,77,False,False,
1,1,Cabal Ritual,tr,Near Mint,English,,,2023-04-06 15:04:39.521913,51,False,False,
1,1,Kami of False Hope,bok,Near Mint,English,,,2023-04-06 15:04:39.522433,10,False,False,
1,1,Rosethorn Acolyte // Seasonal Ritual,eld,Near Mint,English,,,2023-04-06 15:04:39.522952,174,False,False,
1,1,Archon of Absolution,eld,Near Mint,English,foil,,2023-04-06 15:04:39.523473,3,False,False,
1,1,"Ayara, First of Locthwain",eld,Near Mint,English,,,2023-04-06 15:04:39.523995,75,False,False,
1,1,Witch's Cottage,eld,Near Mint,English,,,2023-04-06 15:04:39.524516,249,False,False,
1,1,Giant's Skewer,eld,Near Mint,English,,,2023-04-06 15:04:39.525036,91,False,False,
1,1,Foreboding Fruit,eld,Near Mint,English,,,2023-04-06 15:04:39.525556,88,False,False,
1,1,Run Away Together,eld,Near Mint,English,,,2023-04-06 15:04:39.526080,62,False,False,
1,1,Festive Funeral,eld,Near Mint,English,,,2023-04-06 15:04:39.526600,87,False,False,
1,1,Steelgaze Griffin,eld,Near Mint,English,,,2023-04-06 15:04:39.527123,65,False,False,
1,1,"Kenrith, the Returned King",eld,Near Mint,English,,,2023-04-06 15:04:39.527647,303,False,False,
1,1,Didn't Say Please,eld,Near Mint,English,foil,,2023-04-06 15:04:39.528170,42,False,False,
1,1,Opt,eld,Near Mint,English,,,2023-04-06 15:04:39.528693,59,False,False,
1,1,Golden Egg,eld,Near Mint,English,,,2023-04-06 15:04:39.529215,220,False,False,
1,1,Crashing Drawbridge,eld,Near Mint,English,,,2023-04-06 15:04:39.529737,217,False,False,
1,1,Mystic Sanctuary,eld,Near Mint,English,,,2023-04-06 15:04:39.530257,247,False,False,
1,1,"Syr Konrad, the Grim",eld,Near Mint,English,,,2023-04-06 15:04:39.530778,107,False,False,
1,1,Turn into a Pumpkin,eld,Near Mint,English,foil,,2023-04-06 15:04:39.531299,69,False,False,
1,1,Piper of the Swarm,preld,Near Mint,English,foil,,2023-04-06 15:04:39.531825,1s,False,False,
1,1,Faerie Guidemother // Gift of Fae,celd,Near Mint,English,,,2023-04-06 15:04:39.532345,274,False,False,
1,1,Stitcher's Apprentice,uma,Near Mint,English,,,2023-04-06 15:04:39.532866,73,False,False,
1,1,Olivia's Dragoon,uma,Near Mint,English,,,2023-04-06 15:04:39.533388,109,False,False,
1,1,Wild Mongrel,uma,Near Mint,English,,,2023-04-06 15:04:39.533913,194,False,False,
1,1,Rogue's Passage,uma,Near Mint,English,,,2023-04-06 15:04:39.534436,250,False,False,
1,1,Lord of Extinction,uma,Near Mint,English,foil,,2023-04-06 15:04:39.534974,203,False,False,
1,1,Turn to Mist,uma,Near Mint,English,,,2023-04-06 15:04:39.535498,224,False,False,
1,1,Demonic Tutor,uma,Near Mint,English,,,2023-04-06 15:04:39.536022,93,False,False,
1,1,Forest,ust,Near Mint,English,,,2023-04-06 15:04:39.536548,216,False,False,
1,1,Island,ust,Near Mint,English,,,2023-04-06 15:04:39.537085,213,False,False,
2,1,Swamp,ust,Near Mint,English,,,2023-04-06 15:04:39.537613,214,False,False,
1,1,Hubris,jou,Near Mint,English,,,2023-04-06 15:04:39.538142,41,False,False,
1,1,Dictate of Karametra,jou,Near Mint,English,,,2023-04-06 15:04:39.538684,121,False,False,
1,1,Nyx Weaver,jou,Near Mint,English,,,2023-04-06 15:04:39.539208,153,False,False,
1,1,Dryad Arbor,fut,Near Mint,English,,,2023-04-06 15:04:39.539731,174,False,False,
1,1,Virulent Sliver,fut,Near Mint,English,,,2023-04-06 15:04:39.540253,155,False,False,
1,1,Slaughter Pact,fut,Near Mint,English,,,2023-04-06 15:04:39.540775,78,False,False,
1,1,Elephant Grass,vi,Near Mint,English,,,2023-04-06 15:04:39.541295,31v,False,False,
1,1,Man-o'-War,vi,Near Mint,English,,,2023-04-06 15:04:39.541821,82v,False,False,
1,1,Prosperity,vi,Near Mint,English,,,2023-04-06 15:04:39.542344,101v,False,False,
1,1,Crypt Rats,vi,Near Mint,English,,,2023-04-06 15:04:39.542867,20v,False,False,
1,1,Fabled Passage,pwp21,Near Mint,English,foil,,2023-04-06 15:04:39.543390,04,False,False,
1,1,Mind Stone,pwp21,Near Mint,English,foil,,2023-04-06 15:04:39.543916,05,False,False,
1,1,Kor Cartographer,zen,Near Mint,English,,,2023-04-06 15:04:39.544437,18,False,False,
1,1,Verdant Catacombs,zen,Near Mint,English,,,2023-04-06 15:04:39.544978,229,False,False,
1,1,Soul Stair Expedition,zen,Near Mint,English,,,2023-04-06 15:04:39.545502,112,False,False,
1,1,Khalni Heart Expedition,zen,Near Mint,English,,,2023-04-06 15:04:39.546046,167,False,False,
1,1,Misty Rainforest,zen,Near Mint,English,,,2023-04-06 15:04:39.546570,220,False,False,
1,1,Island,zen,Near Mint,English,,,2023-04-06 15:04:39.547094,234,False,False,
1,1,Consuming Aberration,znc,Near Mint,English,,,2023-04-06 15:04:39.547618,89,False,False,
1,1,"Lazav, Dimir Mastermind",znc,Near Mint,English,,,2023-04-06 15:04:39.548141,92,False,False,
1,1,Ogre Slumlord,znc,Near Mint,English,,,2023-04-06 15:04:39.548664,50,False,False,
