Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified,Collector Number,Alter,Proxy,Purchase Price
1,1,"Jaya Ballard, Task Mage",ts,Near Mint,English,,,2023-04-06 15:04:39.288891,166,False,False,
1,1,Ophidian Eye,ts,Near Mint,English,,,2023-04-06 15:04:39.289402,70,False,False,
1,1,Saffi Eriksdotter,ts,Near Mint,English,,,2023-04-06 15:04:39.289909,245,False,False,
1,1,Sliversmith,tsr,Near Mint,English,,,2023-04-06 15:04:39.290416,273,False,False,
1,1,Delay,tsr,Near Mint,English,,,2023-04-06 15:04:39.290925,61,False,False,
1,1,Farseek,tsr,Near Mint,English,,,2023-04-06 15:04:39.291432,363,False,False,
1,1,Zulaport Cutthroat,tsr,Near Mint,English,,,2023-04-06 15:04:39.291941,337,False,False,
1,1,Lotus Bloom,tsr,Near Mint,English,foil,,2023-04-06 15:04:39.292448,270,False,False,
1,1,Sudden Spoiling,tsr,Near Mint,English,,,2023-04-06 15:04:39.292956,144,False,False,
1,1,Children of Korlis,tsr,Near Mint,English,,,2023-04-06 15:04:39.293463,14,False,False,
1,1,Sedge Sliver,tsr,Near Mint,English,,,2023-04-06 15:04:39.293970,187,False,False,
1,1,Fury Sliver,tsr,Near Mint,English,foil,,2023-04-06 15:04:39.294476,164,False,False,
1,1,Spinneret Sliver,tsr,Near Mint,English,,,2023-04-06 15:04:39.294986,230,False,False,
1,1,Sinew Sliver,tsr,Near Mint,English,,,2023-04-06 15:04:39.295499,44,False,False,
1,1,Harmonic Sliver,tsr,Near Mint,English,foil,,2023-04-06 15:04:39.296010,254,False,False,
1,1,Homing Sliver,tsr,Near Mint,English,,,2023-04-06 15:04:39.296519,171,False,False,
1,1,Necrotic Sliver,tsr,Near Mint,English,,,2023-04-06 15:04:39.297028,258,False,False,
1,1,Pulmonic Sliver,tsr,Near Mint,English,,,2023-04-06 15:04:39.297539,34,False,False,
1,1,Sliver Legion,tsr,Near Mint,English,,,2023-04-06 15:04:39.298047,261,False,False,
1,1,Grapeshot,tsr,Near Mint,English,,,2023-04-06 15:04:39.298559,166,False,False,
1,1,Aven Mindcensor,tsr,Near Mint,English,,,2023-04-06 15:04:39.299074,5,False,False,
1,1,Pact of Negation,tsr,Near Mint,English,,,2023-04-06 15:04:39.299581,77,False,False,
1,1,Foresee,tsr,Near Mint,English,,,2023-04-06 15:04:39.300091,69,False,False,
1,1,Dreadship Reef,tsr,Near Mint,English,,,2023-04-06 15:04:39.300625,276,False,False,
1,1,Swarmyard,tsr,Near Mint,English,,,2023-04-06 15:04:39.301132,284,False,False,
1,1,Gaea's Blessing,ema,Near Mint,English,,,2023-04-06 15:04:39.301645,168,False,False,
1,1,Isochron Scepter,ema,Near Mint,English,,,2023-04-06 15:04:39.302153,223,False,False,
1,1,Mana Crypt,ema,Near Mint,English,,,2023-04-06 15:04:39.302662,225,False,False,
1,1,Peregrine Drake,ema,Near Mint,English,,,2023-04-06 15:04:39.303171,64,False,False,
1,1,Animate Dead,ema,Near Mint,English,,,2023-04-06 15:04:39.303681,78,False,False,
1,1,Victimize,ema,Near Mint,English,,,2023-04-06 15:04:39.304188,113,False,False,
1,1,Curiosity,ex,Near Mint,English,,,2023-04-06 15:04:39.304696,29,False,False,
1,1,Medicine Bag,ex,Near Mint,English,,,2023-04-06 15:04:39.305205,133,False,False,
1,1,Long-Term Plans,sc,Near Mint,English,,,2023-04-06 15:04:39.305715,38,False,False,
1,1,Dragon Fangs,sc,Near Mint,English,,,2023-04-06 15:04:39.306237,117,False,False,
1,1,Sliver Overlord,sc,Near Mint,English,,,2023-04-06 15:04:39.306748,139,False,False,
1,1,Dragon Shadow,sc,Near Mint,English,,,2023-04-06 15:04:39.307257,65,False,False,
1,1,Temple of the False God,sc,Near Mint,English,,,2023-04-06 15:04:39.307766,143,False,False,
1,1,Tainted Peak,afc,Near Mint,English,,,2023-04-06 15:04:39.308276,266,False,False,
1,1,Piper of the Swarm,afc,Near Mint,English,,,2023-04-06 15:04:39.308789,106,False,False,
1,1,Propaganda,afc,Near Mint,English,,,2023-04-06 15:04:39.309304,91,False,False,
1,1,Netherese Puzzle-Ward,afc,Near Mint,English,,,2023-04-06 15:04:39.309815,17,False,False,
1,1,Intruder Alarm,sh,Near Mint,English,,,2023-04-06 15:04:39.310324,55v,False,False,
1,1,Hermit Druid,sh,Near Mint,English,,,2023-04-06 15:04:39.310834,48v,False,False,
1,1,Crystalline Sliver,sh,Near Mint,English,,,2023-04-06 15:04:39.311347,23v,False,False,
1,1,Spined Sliver,sh,Near Mint,English,,,2023-04-06 15:04:39.311864,114v,False,False,
1,1,Hesitation,sh,Near Mint,English,,,2023-04-06 15:04:39.312376,49v,False,False,
1,1,Heartstone,sh,Near Mint,English,,,2023-04-06 15:04:39.312885,46v,False,False,
1,1,Invasion Plans,sh,Near Mint,English,,,2023-04-06 15:04:39.313395,56v,False,False,
1,1,Lab Rats,sh,Near Mint,English,,,2023-04-06 15:04:39.313907,58v,False,False,
1,1,Ad Nauseam,ala,Near Mint,English,,,2023-04-06 15:04:39.314424,63,False,False,
1,1,Executioner's Capsule,ala,Near Mint,English,,,2023-04-06 15:04:39.314937,75,False,False,
1,1,Courier's Capsule,ala,Near Mint,English,foil,,2023-04-06 15:04:39.315450,37,False,False,
1,1,Crumbling Necropolis,ala,Near Mint,English,,,2023-04-06 15:04:39.315964,222,False,False,
1,1,Esper Panorama,ala,Near Mint,English,,,2023-04-06 15:04:39.316477,223,False,False,
1,1,Grixis Panorama,ala,Near Mint,English,,,2023-04-06 15:04:39.316991,224,False,False,
1,1,Noose Constrictor,fnmp,Near Mint,English,,,2023-04-06 15:04:39.317504,200s,False,False,
1,1,Glacial Chasm,v12,Near Mint,English,foil,,2023-04-06 15:04:39.318017,7,False,False,
1,1,Steam Vents,grn,Near Mint,English,,,2023-04-06 15:04:39.318532,257sv,False,False,
1,1,Midnight Reaper,grn,Near Mint,English,,,2023-04-06 15:04:39.319047,77sv,False,False,
1,1,Sacred Foundry,grn,Near Mint,English,,,2023-04-06 15:04:39.319561,254sv,False,False,
1,1,Chromatic Lantern,grn,Near Mint,English,,,2023-04-06 15:04:39.320071,233sv,False,False,
1,1,League Guildmage,grn,Near Mint,English,,,2023-04-06 15:04:39.320585,185sv,False,False,
1,1,Murmuring Mystic,grn,Near Mint,English,,,2023-04-06 15:04:39.321097,45sv,False,False,
1,1,"Niv-Mizzet, Parun",grn,Near Mint,English,,,2023-04-06 15:04:39.321608,192sv,False,False,
1,1,Doom Whisperer,grn,Near Mint,English,,,2023-04-06 15:04:39.322120,69sv,False,False,
1,1,Assassin's Trophy,grn,Near Mint,English,,,2023-04-06 15:04:39.322650,152sv,False,False,
1,1,Abrade,hou,Near Mint,English,,,2023-04-06 15:04:39.323185,83,False,False,
1,1,Firebrand Archer,hou,Near Mint,English,,,2023-04-06 15:04:39.323698,92,False,False,
1,1,Desert of the Glorified,hou,Near Mint,English,,,2023-04-06 15:04:39.324214,171,False,False,
1,1,Ramunap Excavator,hou,Near Mint,English,,,2023-04-06 15:04:39.324726,129,False,False,
1,1,Ruin Rat,hou,Near Mint,English,,,2023-04-06 15:04:39.325238,75,False,False,
1,1,Ipnu Rivulet,hou,Near Mint,English,,,2023-04-06 15:04:39.325749,180,False,False,
1,1,Fraying Sanity,hou,Near Mint,English,,,2023-04-06 15:04:39.326263,35,False,False,
1,1,Solemnity,hou,Near Mint,English,,,2023-04-06 15:04:39.326774,22,False,False,
1,1,Austere Command,ima,Near Mint,English,,,2023-04-06 15:04:39.327286,10,False,False,
1,1,Dissolve,ima,Near Mint,English,,,2023-04-06 15:04:39.327799,51,False,False,
1,1,Vizkopa Guildmage,ima,Near Mint,English,,,2023-04-06 15:04:39.328315,211,False,False,
1,1,Bastion of Remembrance,iko,Near Mint,English,,,2023-04-06 15:04:39.328838,73,False,False,
1,1,Light of Hope,iko,Near Mint,English,,,2023-04-06 15:04:39.329350,20,False,False,
1,1,Drannith Magistrate,iko,Near Mint,English,,,2023-04-06 15:04:39.329863,11,False,False,
1,1,Titans' Nest,iko,Near Mint,English,,,2023-04-06 15:04:39.330373,212,False,False,
1,1,Skull Prophet,iko,Near Mint,English,,,2023-04-06 15:04:39.330883,206,False,False,
1,1,"Zirda, the Dawnwaker",iko,Near Mint,English,,,2023-04-06 15:04:39.331396,233,False,False,
1,1,Splinterfright,isd,Near Mint,English,,,2023-04-06 15:04:39.331907,205,False,False,
1,1,Skeletal Grimace,isd,Near Mint,English,,,2023-04-06 15:04:39.332420,116,False,False,
1,1,Mirror-Mad Phantasm,isd,Near Mint,English,,,2023-04-06 15:04:39.332932,68,False,False,
1,1,Hinterland Harbor,isd,Near Mint,English,,,2023-04-06 15:04:39.333446,241,False,False,
1,1,Typhoid Rats,isd,Near Mint,English,,,2023-04-06 15:04:39.333956,120,False,False,
1,1,Stony Silence,isd,Near Mint,English,,,2023-04-06 15:04:39.334466,36,False,False,
1,1,Victim of Night,isd,Near Mint,English,,,2023-04-06 15:04:39.334977,124,False,False,
1,1,Lord of the Forsaken,mid,Near Mint,English,,,2023-04-06 15:04:39.335488,110,False,False,
1,1,Growth Spasm,mic,Near Mint,English,,,2023-04-06 15:04:39.335998,139,False,False,
1,1,Eternal Witness,mic,Near Mint,English,,,2023-04-06 15:04:39.336512,138,False,False,
1,1,Triskaidekaphile,cbmid,Near Mint,English,,,2023-04-06 15:04:39.337024,342,False,False,
1,1,Old Stickfingers,cbmid,Near Mint,English,,,2023-04-06 15:04:39.337536,321,False,False,
1,1,Consider,dbl,Near Mint,English,,,2023-04-06 15:04:39.338052,44,False,False,
1,1,End the Festivities,vow,Near Mint,English,,,2023-04-06 15:04:39.338564,155,False,False,
1,1,Syncopate,vow,Near Mint,English,,,2023-04-06 15:04:39.339081,83,False,False,
1,1,Swiftfoot Boots,voc,Near Mint,English,,,2023-04-06 15:04:39.339597,169,False,False,
1,1,Verity Circle,voc,Near Mint,English,,,2023-04-06 15:04:39.340112,116,False,False,
1,1,Underworld Connections,voc,Near Mint,English,,,2023-04-06 15:04:39.340622,138,False,False,
1,1,Swords to Plowshares,voc,Near Mint,English,,,2023-04-06 15:04:39.341137,99,False,False,
1,1,Kami of the Crescent Moon,voc,Near Mint,English,,,2023-04-06 15:04:39.341647,107,False,False,
2,1,Night's Whisper,voc,Near Mint,English,,,2023-04-06 15:04:39.342162,133,False,False,
1,1,Temple of the False God,voc,Near Mint,English,,,2023-04-06 15:04:39.342675,187,False,False,
1,1,"Renfield, Delusional Minion // Eruth, Tormented Prophet",vvow,Near Mint,English,,,2023-04-06 15:04:39.343188,342,False,False,
1,1,Ratcatcher,di,Near Mint,English,,,2023-04-06 15:04:39.343725,52,False,False,
1,1,Vision Skeins,di,Near Mint,English,,,2023-04-06 15:04:39.344239,36,False,False,
1,1,Mountain,in,Near Mint,English,,,2023-04-06 15:04:39.344752,346,False,False,
1,1,Global Ruin,in,Near Mint,English,,,2023-04-06 15:04:39.345265,18,False,False,
1,1,Aphetto Dredging,on,Near Mint,English,,,2023-04-06 15:04:39.345779,125,False,False,
1,1,Fleet Swallower,xln,Near Mint,English,,,2023-04-06 15:04:39.346294,57,False,False,
1,1,Vanquisher's Banner,xln,Near Mint,English,foil,,2023-04-06 15:04:39.346811,251,False,False,
1,1,Rummaging Goblin,xln,Near Mint,English,,,2023-04-06 15:04:39.347331,160,False,False,
1,1,Spell Swindle,xln,Near Mint,English,,,2023-04-06 15:04:39.347849,82,False,False,
1,1,River's Rebuke,xln,Near Mint,English,,,2023-04-06 15:04:39.348364,71,False,False,
1,1,Thriving Grove,jmp,Near Mint,English,,,2023-04-06 15:04:39.348886,34,False,False,
1,1,Tempting Witch,jmp,Near Mint,English,,,2023-04-06 15:04:39.349403,283,False,False,
1,1,Bake into a Pie,jmp,Near Mint,English,,,2023-04-06 15:04:39.349921,201,False,False,
1,1,Presence of Gond,jmp,Near Mint,English,,,2023-04-06 15:04:39.350437,420,False,False,
1,1,Flicker of Fate,j22,Near Mint,English,,,2023-04-06 15:04:39.350953,56,False,False,
1,1,Khalni Heart Expedition,j22,Near Mint,English,,,2023-04-06 15:04:39.351468,90,False,False,
1,1,Erdwal Illuminator,j22,Near Mint,English,,,2023-04-06 15:04:39.351987,291,False,False,
1,1,Primeval Herald,j22,Near Mint,English,,,2023-04-06 15:04:39.352502,42,False,False,
1,1,Rampaging Growth,j22,Near Mint,English,,,2023-04-06 15:04:39.353033,43,False,False,
1,1,Broken Bond,j22,Near Mint,English,,,2023-04-06 15:04:39.353551,636,False,False,
1,1,Avenger of Zendikar,j22,Near Mint,English,,,2023-04-06 15:04:39.354070,629,False,False,
1,1,Sparkmage's Gambit,ogw,Near Mint,English,,,2023-04-06 15:04:39.354591,117,False,False,
1,1,Warping Wail,ogw,Near Mint,English,,,2023-04-06 15:04:39.355109,12,False,False,
1,1,Negate,ogw,Near Mint,English,,,2023-04-06 15:04:39.355633,59,False,False,
1,1,Perpetual Timepiece,kld,Near Mint,English,,,2023-04-06 15:04:39.356156,227,False,False,
1,1,Ghirapur Orrery,kld,Near Mint,English,,,2023-04-06 15:04:39.356675,216,False,False,
1,1,Dramatic Reversal,kld,Near Mint,English,,,2023-04-06 15:04:39.357194,44,False,False,
1,1,Village Rites,khm,Near Mint,English,,,2023-04-06 15:04:39.357714,117,False,False,
1,1,"Kardur, Doomscourge",cbkhm,Near Mint,English,,,2023-04-06 15:04:39.358231,324,False,False,
1,1,Bloodfell Caves,neo,Near Mint,English,,,2023-04-06 15:04:39.358747,264,False,False,
1,1,Scoured Barrens,neo,Near Mint,English,,,2023-04-06 15:04:39.359268,274,False,False,
1,1,Mukotai Ambusher,neo,Near Mint,English,,,2023-04-06 15:04:39.359787,112,False,False,
1,1,"Hinata, Dawn-Crowned",neo,Near Mint,English,,,2023-04-06 15:04:39.360301,222,False,False,
1,1,Invoke Justice,neo,Near Mint,English,,,2023-04-06 15:04:39.360815,21,False,False,
1,1,Dockside Chef,neo,Near Mint,English,,,2023-04-06 15:04:39.361330,93,False,False,
1,1,When We Were Young,neo,Near Mint,English,,,2023-04-06 15:04:39.361848,43,False,False,
1,1,Reinforced Ronin,neo,Near Mint,English,,,2023-04-06 15:04:39.362363,158,False,False,
1,1,Sunblade Samurai,neo,Near Mint,English,,,2023-04-06 15:04:39.362879,39,False,False,
1,1,Explosive Singularity,neo,Near Mint,English,,,2023-04-06 15:04:39.363394,140,False,False,
1,1,Scrap Welder,neo,Near Mint,English,foil,,2023-04-06 15:04:39.363911,159,False,False,
1,1,Ecologist's Terrarium,neo,Near Mint,English,,,2023-04-06 15:04:39.364427,246,False,False,
1,1,Clawing Torment,neo,Near Mint,English,,,2023-04-06 15:04:39.364943,91,False,False,
2,1,You Are Already Dead,neo,Near Mint,English,foil,,2023-04-06 15:04:39.365458,129,False,False,
1,1,Arcane Signet,nec,Near Mint,English,,,2023-04-06 15:04:39.365974,144,False,False,
1,1,Jukai Naturalist,pneo,Near Mint,English,,,2023-04-06 15:04:39.366489,510,False,False,
1,1,Dokuchi Silencer,vneo,Near Mint,English,,,2023-04-06 15:04:39.367001,340,False,False,
1,1,Altar of the Brood,ktk,Near Mint,English,,,2023-04-06 15:04:39.367516,216,False,False,
1,1,Cranial Archive,ktk,Near Mint,English,,,2023-04-06 15:04:39.368036,218,False,False,
1,1,Sultai Ascendancy,ktk,Near Mint,English,,,2023-04-06 15:04:39.368551,203,False,False,
1,1,Polluted Delta,ktk,Near Mint,English,,,2023-04-06 15:04:39.369070,239,False,False,
1,1,Taigam's Scheming,ktk,Near Mint,English,,,2023-04-06 15:04:39.369588,57,False,False,
1,1,Mystic Monastery,ktk,Near Mint,English,,,2023-04-06 15:04:39.370104,236,False,False,
1,1,Stinkweed Imp,gk1g,Near Mint,English,,,2023-04-06 15:04:39.370621,53,False,False,
1,1,Coiling Oracle,gk2s,Near Mint,English,,,2023-04-06 15:04:39.371137,115s,False,False,
1,1,Breeding Pool,rna,Near Mint,English,,,2023-04-06 15:04:39.371657,246,False,False,
1,1,Spear Spewer,rna,Near Mint,English,,,2023-04-06 15:04:39.372172,117,False,False,
1,1,Awaken The Erstwhile,rna,Near Mint,English,,,2023-04-06 15:04:39.372687,61,False,False,
1,1,Smothering Tithe,rna,Near Mint,English,,,2023-04-06 15:04:39.373203,22,False,False,
1,1,Biomancer's Familiar,rna,Near Mint,English,,,2023-04-06 15:04:39.373722,158,False,False,
1,1,"Lavinia, Azorius Renegade",rna,Near Mint,English,,,2023-04-06 15:04:39.374236,189,False,False,
1,1,Clear the Mind,rna,Near Mint,English,,,2023-04-06 15:04:39.374752,34,False,False,
1,1,Hunter Sliver,le,Near Mint,English,,,2023-04-06 15:04:39.375267,102,False,False,
1,1,Plated Sliver,le,Near Mint,English,,,2023-04-06 15:04:39.375788,19,False,False,
1,1,Toxin Sliver,le,Near Mint,English,,,2023-04-06 15:04:39.376303,84,False,False,
1,1,Quick Sliver,le,Near Mint,English,,,2023-04-06 15:04:39.376820,136,False,False,
1,1,Shifting Sliver,le,Near Mint,English,,,2023-04-06 15:04:39.377335,52,False,False,
1,1,Ward Sliver,le,Near Mint,English,,,2023-04-06 15:04:39.377857,25,False,False,
1,1,Dreamborn Muse,le,Near Mint,English,,,2023-04-06 15:04:39.378380,36,False,False,
1,1,Root Sliver,le,Near Mint,English,,,2023-04-06 15:04:39.378904,137,False,False,
1,1,Shriekmaw,lw,Near Mint,English,,,2023-04-06 15:04:39.379428,139,False,False,
1,1,Amoeboid Changeling,lw,Near Mint,English,,,2023-04-06 15:04:39.379951,51,False,False,
1,1,Ringskipper,lw,Near Mint,English,,,2023-04-06 15:04:39.380470,81,False,False,
1,1,Faerie Trickery,lw,Near Mint,English,,,2023-04-06 15:04:39.380989,62,False,False,
1,1,Displace,emn,Near Mint,English,,,2023-04-06 15:04:39.381506,55,False,False,
1,1,Prophetic Ravings,emn,Near Mint,English,,,2023-04-06 15:04:39.382024,139,False,False,
1,1,Thermo-Alchemist,emn,Near Mint,English,,,2023-04-06 15:04:39.382541,147,False,False,
1,1,Whispersilk Cloak,m10,Near Mint,English,,,2023-04-06 15:04:39.383057,221,False,False,
1,1,Lightning Bolt,m10,Near Mint,English,,,2023-04-06 15:04:39.383577,146,False,False,
1,1,Telepathy,m10,Near Mint,English,,,2023-04-06 15:04:39.384095,74,False,False,
1,1,Cultivate,m11,Near Mint,English,,,2023-04-06 15:04:39.384611,168,False,False,
1,1,Sword of Vengeance,m11,Near Mint,English,,,2023-04-06 15:04:39.385128,216,False,False,
1,1,Silence,m11,Near Mint,English,,,2023-04-06 15:04:39.385647,30,False,False,
1,1,Viscera Seer,m11,Near Mint,English,,,2023-04-06 15:04:39.386167,120,False,False,
1,1,Ring of Evos Isle,m13,Near Mint,English,,,2023-04-06 15:04:39.386684,211,False,False,
1,1,Sign in Blood,m13,Near Mint,English,,,2023-04-06 15:04:39.387201,110,False,False,
1,1,Redirect,m13,Near Mint,English,,,2023-04-06 15:04:39.387720,64,False,False,
1,1,Courtly Provocateur,m13,Near Mint,English,,,2023-04-06 15:04:39.388240,46,False,False,
1,1,Essence Scatter,m13,Near Mint,English,,,2023-04-06 15:04:39.388756,50,False,False,
1,1,Acidic Slime,m13,Near Mint,English,,,2023-04-06 15:04:39.389276,159,False,False,
1,1,Rootbound Crag,m13,Near Mint,English,,,2023-04-06 15:04:39.389796,228,False,False,
1,1,Door to Nothingness,m13,Near Mint,English,,,2023-04-06 15:04:39.390314,203,False,False,
1,1,Ravenous Rats,m13,Near Mint,English,,,2023-04-06 15:04:39.390831,106,False,False,
1,1,Diabolic Revelation,m13,Near Mint,English,,,2023-04-06 15:04:39.391350,87,False,False,
1,1,Hive Stirrings,m14,Near Mint,English,,,2023-04-06 15:04:39.391868,21,False,False,
1,1,Archaeomancer,m14,Near Mint,English,,,2023-04-06 15:04:39.392386,43,False,False,
1,1,Cancel,m14,Near Mint,English,,,2023-04-06 15:04:39.392903,45,False,False,
1,1,Flames of the Firebrand,m14,Near Mint,English,,,2023-04-06 15:04:39.393425,139,False,False,
1,1,Shock,m14,Near Mint,English,,,2023-04-06 15:04:39.393940,155,False,False,
1,1,Duress,m14,Near Mint,English,foil,,2023-04-06 15:04:39.394460,97,False,False,
1,1,Sliver Construct,m14,Near Mint,English,,,2023-04-06 15:04:39.394981,218,False,False,
1,1,Pitchburn Devils,m14,Near Mint,English,,,2023-04-06 15:04:39.395502,149,False,False,
1,1,Dismiss into Dream,m14,Near Mint,English,,,2023-04-06 15:04:39.396019,50,False,False,
1,1,Divination,m14,Near Mint,English,,,2023-04-06 15:04:39.396543,52,False,False,
1,1,Messenger Drake,m14,Near Mint,English,,,2023-04-06 15:04:39.397061,63,False,False,
1,1,Elixir of Immortality,m14,Near Mint,English,,,2023-04-06 15:04:39.397582,209,False,False,
1,1,Battle Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.398099,128,False,False,
1,1,Blur Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.398617,129,False,False,
1,1,Galerider Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.399140,57,False,False,
1,1,Striking Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.399662,157,False,False,
1,1,Thorncaster Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.400183,158,False,False,
1,1,Megantic Sliver,m14,Near Mint,English,foil,,2023-04-06 15:04:39.400708,185,False,False,
1,1,Predatory Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.401227,189,False,False,
1,1,Sentinel Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.401748,30,False,False,
1,1,Manaweft Sliver,m14,Near Mint,English,,,2023-04-06 15:04:39.402272,184,False,False,
1,1,Doom Blade,m14,Near Mint,English,,,2023-04-06 15:04:39.402792,96,False,False,
1,1,Lava Axe,m14,Near Mint,English,,,2023-04-06 15:04:39.403310,143,False,False,
1,1,Elvish Mystic,m14,Near Mint,English,,,2023-04-06 15:04:39.403830,169,False,False,
1,1,Sanguine Bond,m14,Near Mint,English,,,2023-04-06 15:04:39.404350,112,False,False,
1,1,Tome Scour,m14,Near Mint,English,,,2023-04-06 15:04:39.404870,75,False,False,
1,1,Imposing Sovereign,m14,Near Mint,English,,,2023-04-06 15:04:39.405389,22,False,False,
1,1,Traumatize,m14,Near Mint,English,,,2023-04-06 15:04:39.405911,77,False,False,
1,1,Diabolic Tutor,m14,Near Mint,English,,,2023-04-06 15:04:39.406431,95,False,False,
1,1,Sliver Hive,m15,Near Mint,English,,,2023-04-06 15:04:39.406950,247,False,False,
1,1,Constricting Sliver,m15,Near Mint,English,,,2023-04-06 15:04:39.407470,7,False,False,
1,1,Diffusion Sliver,m15,Near Mint,English,,,2023-04-06 15:04:39.407988,50,False,False,
1,1,Venom Sliver,m15,Near Mint,English,,,2023-04-06 15:04:39.408510,205,False,False,
1,1,Sliver Hivelord,m15,Near Mint,English,,,2023-04-06 15:04:39.409033,211,False,False,
1,1,Typhoid Rats,m15,Near Mint,English,,,2023-04-06 15:04:39.409554,118,False,False,
1,1,Sword of the Animist,ori,Near Mint,English,,,2023-04-06 15:04:39.410076,240,False,False,
1,1,Caustic Caterpillar,ori,Near Mint,English,,,2023-04-06 15:04:39.410596,170,False,False,
1,1,Willbreaker,ori,Near Mint,English,,,2023-04-06 15:04:39.411117,84,False,False,
1,1,Llanowar Wastes,ori,Near Mint,English,,,2023-04-06 15:04:39.411642,248,False,False,
1,1,Jace's Sanctum,ori,Near Mint,English,,,2023-04-06 15:04:39.412169,61,False,False,
1,1,Quicksmith Rebel,mlp,Near Mint,English,foil,,2023-04-06 15:04:39.412702,37s,False,False,
1,1,Dark Ritual,mm,Near Mint,English,,,2023-04-06 15:04:39.413229,129,False,False,
1,1,Pernicious Deed,a25,Near Mint,English,,,2023-04-06 15:04:39.413753,212,False,False,
1,1,Arbor Elf,a25,Near Mint,English,,,2023-04-06 15:04:39.414272,160,False,False,
1,1,Vessel of Nascency,a25,Near Mint,English,,,2023-04-06 15:04:39.414792,193,False,False,
1,1,Brainstorm,a25,Near Mint,English,,,2023-04-06 15:04:39.415312,46,False,False,
1,1,Pacifism,mr,Near Mint,English,,,2023-04-06 15:04:39.415831,199v,False,False,
1,1,Leonin Elder,mi,Near Mint,English,,,2023-04-06 15:04:39.416350,10,False,False,
1,1,Mindslaver,mi,Near Mint,English,foil,,2023-04-06 15:04:39.416871,206,False,False,
1,1,Go for the Throat,mbs,Near Mint,English,,,2023-04-06 15:04:39.417391,43,False,False,
1,1,Knowledge Pool,mbs,Near Mint,English,,,2023-04-06 15:04:39.417910,111,False,False,
1,1,Blue Sun's Zenith,mbs,Near Mint,English,,,2023-04-06 15:04:39.418431,20,False,False,
1,1,Path to Exile,md1,Near Mint,English,,,2023-04-06 15:04:39.418954,3,False,False,
1,1,Altar of Dementia,mh1,Near Mint,English,,,2023-04-06 15:04:39.419474,218,False,False,
1,1,Tranquil Thicket,mh1,Near Mint,English,,,2023-04-06 15:04:39.419997,248,False,False,
1,1,Ephemerate,mh1,Near Mint,English,,,2023-04-06 15:04:39.420518,7,False,False,
1,1,Fact or Fiction,mh1,Near Mint,English,,,2023-04-06 15:04:39.421044,50,False,False,
1,1,Bladeback Sliver,mh1,Near Mint,English,,,2023-04-06 15:04:39.421581,119,False,False,
1,1,Spiteful Sliver,mh1,Near Mint,English,,,2023-04-06 15:04:39.422258,148,False,False,
1,1,Cloudshredder Sliver,mh1,Near Mint,English,,,2023-04-06 15:04:39.422893,195,False,False,
1,1,Enduring Sliver,mh1,Near Mint,English,,,2023-04-06 15:04:39.423473,6,False,False,
1,1,Tempered Sliver,mh1,Near Mint,English,,,2023-04-06 15:04:39.424038,183,False,False,
1,1,Defile,mh1,Near Mint,English,,,2023-04-06 15:04:39.424607,86,False,False,
1,1,"Morophon, the Boundless",mh1,Near Mint,English,,,2023-04-06 15:04:39.425173,1,False,False,
1,1,Spore Frog,mh1,Near Mint,English,foil,,2023-04-06 15:04:39.425736,180,False,False,
1,1,Yavimaya Elder,mh2,Near Mint,English,,,2023-04-06 15:04:39.426306,288,False,False,
1,1,Greed,mh2,Near Mint,English,,,2023-04-06 15:04:39.426864,274,False,False,
1,1,Patriarch's Bidding,mh2,Near Mint,English,,,2023-04-06 15:04:39.427429,275,False,False,
1,1,Counterspell,mh2,Near Mint,English,foil,,2023-04-06 15:04:39.428010,267,False,False,
1,1,Skirge Familiar,mh2,Near Mint,English,,,2023-04-06 15:04:39.428576,276,False,False,
1,1,Patchwork Gnomes,mh2,Near Mint,English,,,2023-04-06 15:04:39.429143,299,False,False,
1,1,The Underworld Cookbook,mh2,Near Mint,English,,,2023-04-06 15:04:39.429703,240,False,False,
1,1,Millikin,mh2,Near Mint,English,,,2023-04-06 15:04:39.430263,297,False,False,
1,1,Echoing Return,mh2,Near Mint,English,,,2023-04-06 15:04:39.430817,83,False,False,
1,1,Timeless Witness,mh2,Near Mint,English,,,2023-04-06 15:04:39.431372,179,False,False,
1,1,Cursed Totem,mh2,Near Mint,English,,,2023-04-06 15:04:39.431933,295,False,False,
1,1,Dakmor Salvage,mma,Near Mint,English,,,2023-04-06 15:04:39.432498,222,False,False,
1,1,Wayfarer's Bauble,mm2,Near Mint,English,,,2023-04-06 15:04:39.433062,234,False,False,
1,1,"Niv-Mizzet, the Firemind",mm2,Near Mint,English,,,2023-04-06 15:04:39.433618,182,False,False,
1,1,Seaside Citadel,mm3,Near Mint,English,,,2023-04-06 15:04:39.434176,245,False,False,
1,1,Seal of Doom,mm3,Near Mint,English,,,2023-04-06 15:04:39.434736,83,False,False,
1,1,Tandem Lookout,mm3,Near Mint,English,,,2023-04-06 15:04:39.435297,53,False,False,
