"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Mana Vault","2x2","Near Mint","English","etched","","2023-03-30 03:03:46.243000","560","False","False",""
"1","1","Sol Ring","ltc","Near Mint","English","","","2023-03-30 03:03:25.093000","410","False","False",""
